timestamp,temperature,humidity,mq135,mq2,__v
2025-10-01 00:00:00,27.266666666666666,58.71666666666667,204.91166666666666,11.261666666666665,0.0
2025-10-01 00:01:00,25.21666666666667,63.18333333333334,196.135,12.058333333333332,0.0
2025-10-01 00:02:00,24.833333333333332,66.78333333333333,177.83666666666667,10.423333333333334,0.0
2025-10-01 00:03:00,29.016666666666666,66.81666666666666,130.31666666666666,10.196666666666667,0.0
2025-10-01 00:04:00,26.366666666666664,72.23333333333333,234.4,8.924999999999999,0.0
2025-10-01 00:05:00,27.083333333333332,44.75,126.06666666666666,8.69,0.0
2025-10-01 00:06:00,27.566666666666666,79.08333333333333,214.01166666666666,9.626666666666667,0.0
2025-10-01 00:07:00,26.96666666666667,63.43333333333334,151.56166666666667,14.616666666666667,0.0
2025-10-01 00:08:00,26.866666666666664,56.53333333333334,230.70666666666668,7.878333333333333,0.0
2025-10-01 00:09:00,28.8,69.01666666666667,222.79833333333332,11.278333333333334,0.0
2025-10-01 00:10:00,27.25,84.89999999999999,113.88,8.078333333333333,0.0
2025-10-01 00:11:00,29.383333333333336,71.03333333333335,205.44666666666663,9.591666666666667,0.0
2025-10-01 00:12:00,26.133333333333336,63.449999999999996,162.83166666666668,11.965000000000002,0.0
2025-10-01 00:13:00,26.866666666666664,68.35000000000001,223.28166666666667,12.483333333333334,0.0
2025-10-01 00:14:00,26.833333333333332,62.56666666666666,203.25333333333333,8.408333333333333,0.0
2025-10-01 00:15:00,28.5,67.95,153.60333333333332,8.25,0.0
2025-10-01 00:16:00,27.099999999999998,65.66666666666667,128.96166666666667,13.478333333333333,0.0
2025-10-01 00:17:00,27.016666666666666,67.18333333333334,187.00666666666666,11.39,0.0
2025-10-01 00:18:00,28.983333333333334,51.199999999999996,100.67,11.821666666666667,0.0
2025-10-01 00:19:00,26.633333333333336,76.13333333333334,195.62333333333333,11.491666666666665,0.0
2025-10-01 00:20:00,26.45,74.0,199.84,11.705,0.0
2025-10-01 00:21:00,26.583333333333332,73.43333333333334,165.27666666666667,9.14,0.0
2025-10-01 00:22:00,28.53333333333333,66.28333333333333,185.28833333333333,10.988333333333335,0.0
2025-10-01 00:23:00,26.45,70.03333333333333,129.48166666666665,10.703333333333333,0.0
2025-10-01 00:24:00,26.55,65.61666666666666,164.365,10.245,0.0
2025-10-01 00:25:00,26.016666666666666,69.3,197.16,8.961666666666666,0.0
